Year,Month,Day,Hour,DirectInclined,DiffuseInclined,Reflected,GlobalInclined,DirectHoriz,DiffusHoriz,GlobalHoriz,TopOfAtmosphere
2005,3,28,14.25,57.9,59.5,1.3,118.8,42.8,57.2,99.9,208.6
2005,3,28,14.5,41.4,56.7,1.2,99.2,30.6,55.9,86.5,200.2
2005,3,28,14.75,26.7,50.7,1,78.3,19.8,51.3,71.1,191.1
2005,3,28,15,20,44.9,0.8,65.7,14.8,46,60.9,181.2
2005,3,28,15.25,9.7,34.8,0.6,45,7.2,36.4,43.6,170.6
2005,3,28,15.5,8.7,31.5,0.5,40.8,6.6,33,39.6,159.3
2005,3,28,15.75,4.8,24.3,0.4,29.5,3.6,25.7,29.3,147.4
2005,3,28,16,1.7,15.4,0.2,17.4,1.3,16.5,17.7,134.9
2005,3,28,16.25,1.8,15,0.2,17,1.4,15.9,17.3,121.9
2005,3,28,16.5,5.5,18.7,0.3,24.5,4.2,19.7,23.9,108.5
2005,3,28,16.75,4.7,16.4,0.3,21.3,3.7,17.2,20.9,94.6
2005,3,28,17,3.6,13.6,0.2,17.4,2.9,14.3,17.2,80.4
2005,3,28,17.25,2.4,10.7,0.2,13.3,2,11.4,13.4,65.9
2005,3,28,17.5,1.3,8,0.1,9.4,1.1,8.5,9.6,51.2
2005,3,28,17.75,0.5,5.7,0.1,6.3,0.5,6.1,6.6,36.3
2005,3,28,18,0.2,3.6,0.1,3.8,0.2,3.9,4.1,21.4
2005,3,28,18.25,0,1.3,0,1.3,0.1,1.4,1.5,6.4
2005,3,28,18.5,0,0,0,0,0,0,0,0
2005,3,28,18.75,0,0,0,0,0,0,0,0
2005,3,28,19,0,0,0,0,0,0,0,0
2005,3,28,19.25,0,0,0,0,0,0,0,0
2005,3,28,19.5,0,0,0,0,0,0,0,0
2005,3,28,19.75,0,0,0,0,0,0,0,0
2005,3,28,20,0,0,0,0,0,0,0,0
2005,3,28,20.25,0,0,0,0,0,0,0,0
2005,3,28,20.5,0,0,0,0,0,0,0,0
2005,3,28,20.75,0,0,0,0,0,0,0,0
2005,3,28,21,0,0,0,0,0,0,0,0
2005,3,28,21.25,0,0,0,0,0,0,0,0
2005,3,28,21.5,0,0,0,0,0,0,0,0
2005,3,28,21.75,0,0,0,0,0,0,0,0
2005,3,28,22,0,0,0,0,0,0,0,0
2005,3,28,22.25,0,0,0,0,0,0,0,0
2005,3,28,22.5,0,0,0,0,0,0,0,0
2005,3,28,22.75,0,0,0,0,0,0,0,0
2005,3,28,23,0,0,0,0,0,0,0,0
2005,3,28,23.25,0,0,0,0,0,0,0,0
2005,3,28,23.5,0,0,0,0,0,0,0,0
2005,3,28,23.75,0,0,0,0,0,0,0,0
2005,3,28,24,0,0,0,0,0,0,0,0
2005,3,29,0.25,0,0,0,0,0,0,0,0
2005,3,29,0.5,0,0,0,0,0,0,0,0
2005,3,29,0.75,0,0,0,0,0,0,0,0
2005,3,29,1,0,0,0,0,0,0,0,0
2005,3,29,1.25,0,0,0,0,0,0,0,0
2005,3,29,1.5,0,0,0,0,0,0,0,0
2005,3,29,1.75,0,0,0,0,0,0,0,0
2005,3,29,2,0,0,0,0,0,0,0,0
2005,3,29,2.25,0,0,0,0,0,0,0,0
2005,3,29,2.5,0,0,0,0,0,0,0,0
2005,3,29,2.75,0,0,0,0,0,0,0,0
2005,3,29,3,0,0,0,0,0,0,0,0
2005,3,29,3.25,0,0,0,0,0,0,0,0
2005,3,29,3.5,0,0,0,0,0,0,0,0
2005,3,29,3.75,0,0,0,0,0,0,0,0
2005,3,29,4,0,0,0,0,0,0,0,0
2005,3,29,4.25,0,0,0,0,0,0,0,0
2005,3,29,4.5,0,0,0,0,0,0,0,0
2005,3,29,4.75,0,0,0,0,0,0,0,0
2005,3,29,5,0,0,0,0,0,0,0,0
2005,3,29,5.25,0,0,0,0,0,0,0,0
2005,3,29,5.5,0,0,0,0,0,0,0,0
2005,3,29,5.75,0,0,0,0,0,0,0,0
2005,3,29,6,0,0,0,0,0,0,0,8.1
2005,3,29,6.25,0,0,0,0,0,0,0,23.1
2005,3,29,6.5,0,0,0,0,0,0,0,38
2005,3,29,6.75,0,0,0,0,0,0,0,52.9
2005,3,29,7,0,0.3,0,0.3,0,0.3,0.3,67.6
2005,3,29,7.25,0.1,1.7,0,1.9,0.1,1.8,1.9,82.1
2005,3,29,7.5,0.4,4.9,0.1,5.3,0.3,5.2,5.5,96.3
2005,3,29,7.75,1.2,11.5,0.2,12.9,1,12.3,13.2,110.1
2005,3,29,8,3.7,19.4,0.3,23.4,2.9,20.5,23.4,123.6
2005,3,29,8.25,3.9,21.4,0.3,25.6,3,22.6,25.6,136.5
2005,3,29,8.5,1.9,17.1,0.3,19.2,1.4,18.2,19.6,149
2005,3,29,8.75,2.9,22,0.3,25.2,2.2,23.4,25.6,160.9
2005,3,29,9,2.4,21.3,0.3,24.1,1.8,22.8,24.6,172.2
2005,3,29,9.25,1.4,15.5,0.2,17.2,1.1,16.6,17.6,182.8
2005,3,29,9.5,2.1,20.9,0.3,23.3,1.6,22.3,23.9,192.6
2005,3,29,9.75,4.8,32.7,0.5,38.1,3.6,34.7,38.3,201.8
2005,3,29,10,11.7,46.5,0.8,58.9,8.7,48.7,57.4,210.1
2005,3,29,10.25,18.6,55,0.9,74.5,13.8,57,70.7,217.6
2005,3,29,10.5,25.9,61.1,1.1,88.1,19.2,62.4,81.6,224.2
2005,3,29,10.75,31.7,64.8,1.2,97.7,23.4,65.7,89.1,230
2005,3,29,11,33.9,66.8,1.2,101.9,25,67.5,92.5,234.8
2005,3,29,11.25,28.6,66.5,1.2,96.2,21.1,67.8,88.9,238.7
2005,3,29,11.5,28.2,67.2,1.2,96.6,20.8,68.7,89.5,241.6
2005,3,29,11.75,30,68.4,1.2,99.6,22.1,69.7,91.8,243.5
2005,3,29,12,34.5,69.7,1.3,105.5,25.4,70.5,96,244.5
2005,3,29,12.25,32.3,69.2,1.3,102.8,23.8,70.3,94.1,244.5
2005,3,29,12.5,25.8,66.8,1.2,93.8,19,68.5,87.5,243.5
2005,3,29,12.75,16.3,59.8,1,77.1,12,62.3,74.3,241.6
2005,3,29,13,16.5,59.3,1,76.8,12.2,61.8,74,238.7
2005,3,29,13.25,17.2,58.9,1,77,12.7,61.2,73.9,234.8
2005,3,29,13.5,23.3,61.5,1.1,85.9,17.3,63.2,80.5,230
2005,3,29,13.75,36.2,63.8,1.2,101.3,26.8,64.1,90.9,224.2
2005,3,29,14,50.8,62.7,1.3,114.8,37.6,61.2,98.9,217.6
2005,3,29,14.25,89.5,56.5,1.6,147.5,66.4,51.6,118,210.1
2005,3,29,14.5,98.8,51.4,1.6,151.9,73.6,45.9,119.5,201.8
2005,3,29,14.75,108.2,45.2,1.6,155,80.7,39.6,120.3,192.6
2005,3,29,15,93.9,44,1.5,139.3,70.3,39.1,109.4,182.8
2005,3,29,15.25,81.6,42,1.3,124.9,61.4,37.8,99.2,172.2
2005,3,29,15.5,80.6,37.5,1.3,119.3,60.9,33.5,94.4,160.9
2005,3,29,15.75,80.1,32.5,1.2,113.9,60.9,28.8,89.7,149
2005,3,29,16,71.1,29,1.1,101.1,54.4,25.9,80.3,136.5
2005,3,29,16.25,59.7,25.3,0.9,85.9,46.1,22.9,69,123.6
2005,3,29,16.5,48.2,21.4,0.8,70.4,37.7,19.7,57.4,110.1
2005,3,29,16.75,35.6,18,0.6,54.2,28.3,17,45.2,96.3
2005,3,29,17,25.2,14.8,0.5,40.5,20.5,14.3,34.8,82.1
2005,3,29,17.25,16.4,12.3,0.3,29,13.7,12.2,26,67.6
2005,3,29,17.5,8.9,10.7,0.3,19.9,7.9,11,18.8,52.9
2005,3,29,17.75,2.7,8.6,0.2,11.5,2.7,9.2,11.8,38
2005,3,29,18,0.3,5.5,0.1,5.9,0.4,6,6.4,23.1
2005,3,29,18.25,0,3.1,0,3.1,0.2,3.5,3.7,8.1
2005,3,29,18.5,0,0.4,0,0.4,0,0.6,0.6,0
2005,3,29,18.75,0,0,0,0,0,0,0,0
2005,3,29,19,0,0,0,0,0,0,0,0
2005,3,29,19.25,0,0,0,0,0,0,0,0
2005,3,29,19.5,0,0,0,0,0,0,0,0
2005,3,29,19.75,0,0,0,0,0,0,0,0
2005,3,29,20,0,0,0,0,0,0,0,0
2005,3,29,20.25,0,0,0,0,0,0,0,0
2005,3,29,20.5,0,0,0,0,0,0,0,0
2005,3,29,20.75,0,0,0,0,0,0,0,0
2005,3,29,21,0,0,0,0,0,0,0,0
2005,3,29,21.25,0,0,0,0,0,0,0,0
2005,3,29,21.5,0,0,0,0,0,0,0,0
2005,3,29,21.75,0,0,0,0,0,0,0,0
2005,3,29,22,0,0,0,0,0,0,0,0
2005,3,29,22.25,0,0,0,0,0,0,0,0
2005,3,29,22.5,0,0,0,0,0,0,0,0
2005,3,29,22.75,0,0,0,0,0,0,0,0
2005,3,29,23,0,0,0,0,0,0,0,0
2005,3,29,23.25,0,0,0,0,0,0,0,0
2005,3,29,23.5,0,0,0,0,0,0,0,0
2005,3,29,23.75,0,0,0,0,0,0,0,0
2005,3,29,24,0,0,0,0,0,0,0,0
2005,3,30,0.25,0,0,0,0,0,0,0,0
2005,3,30,0.5,0,0,0,0,0,0,0,0
2005,3,30,0.75,0,0,0,0,0,0,0,0
2005,3,30,1,0,0,0,0,0,0,0,0
2005,3,30,1.25,0,0,0,0,0,0,0,0
2005,3,30,1.5,0,0,0,0,0,0,0,0
2005,3,30,1.75,0,0,0,0,0,0,0,0
2005,3,30,2,0,0,0,0,0,0,0,0
2005,3,30,2.25,0,0,0,0,0,0,0,0
2005,3,30,2.5,0,0,0,0,0,0,0,0
2005,3,30,2.75,0,0,0,0,0,0,0,0
2005,3,30,3,0,0,0,0,0,0,0,0
2005,3,30,3.25,0,0,0,0,0,0,0,0
2005,3,30,3.5,0,0,0,0,0,0,0,0
2005,3,30,3.75,0,0,0,0,0,0,0,0
2005,3,30,4,0,0,0,0,0,0,0,0
2005,3,30,4.25,0,0,0,0,0,0,0,0
2005,3,30,4.5,0,0,0,0,0,0,0,0
2005,3,30,4.75,0,0,0,0,0,0,0,0
2005,3,30,5,0,0,0,0,0,0,0,0
2005,3,30,5.25,0,0,0,0,0,0,0,0
2005,3,30,5.5,0,0,0,0,0,0,0,0
2005,3,30,5.75,0,0,0,0,0,0,0,0.2
2005,3,30,6,0,1.2,0,1.3,0.1,1.3,1.4,9.8
2005,3,30,6.25,0.2,3.7,0.1,3.9,0.2,4,4.2,24.8
2005,3,30,6.5,0.4,5.4,0.1,5.9,0.4,5.8,6.2,39.7
2005,3,30,6.75,0.8,7.4,0.1,8.4,0.8,7.9,8.7,54.6
2005,3,30,7,1.5,9.8,0.2,11.5,1.3,10.5,11.8,69.3
2005,3,30,7.25,4,14.3,0.2,18.6,3.3,15.1,18.4,83.7
2005,3,30,7.5,11.3,19.1,0.4,30.8,9.1,19.6,28.7,97.9
2005,3,30,7.75,32.3,23.6,0.6,56.5,25.5,22.9,48.3,111.7
2005,3,30,8,50.7,27.2,0.9,78.8,39.5,25.3,64.8,125.2
2005,3,30,8.25,68.8,29.9,1.1,99.8,53.1,26.9,80.1,138.1
2005,3,30,8.5,83,32.1,1.2,116.4,63.6,28.4,92,150.6
2005,3,30,8.75,96.7,33.7,1.4,131.8,73.6,29.4,103,162.5
2005,3,30,9,105.5,36.6,1.5,143.6,79.9,31.8,111.6,173.7
2005,3,30,9.25,95.1,44,1.5,140.6,71.7,39.2,110.9,184.3
2005,3,30,9.5,64.3,53.3,1.3,118.9,48.3,50.4,98.7,194.2
2005,3,30,9.75,63.4,57,1.4,121.8,47.4,54.2,101.7,203.3
2005,3,30,10,76.3,59,1.5,136.8,57,55.1,112,211.6
2005,3,30,10.25,109.8,56.7,1.8,168.3,81.8,50.5,132.4,219.1
2005,3,30,10.5,136.2,53.9,2,192.1,101.3,46.5,147.8,225.7
2005,3,30,10.75,146.2,54.1,2.1,202.4,108.6,46.3,154.9,231.5
2005,3,30,11,155.2,53.9,2.2,211.3,115.1,45.8,160.9,236.3
2005,3,30,11.25,159.1,54.7,2.2,216,118,46.3,164.3,240.1
2005,3,30,11.5,163,55,2.2,220.2,120.8,46.5,167.3,243.1
2005,3,30,11.75,168.8,54.2,2.3,225.2,125,45.5,170.6,245
2005,3,30,12,168,54.9,2.3,225.2,124.4,46.2,170.6,246
2005,3,30,12.25,168.8,54.6,2.3,225.7,125,46,171,246
2005,3,30,12.5,162.1,56.2,2.2,220.5,120.1,47.6,167.7,245
2005,3,30,12.75,152.9,57.9,2.2,212.9,113.3,49.5,162.8,243.1
2005,3,30,13,138.3,60.2,2.1,200.6,102.5,52.4,154.9,240.1
2005,3,30,13.25,132.2,59.9,2,194.1,98.1,52.3,150.4,236.3
2005,3,30,13.5,136.7,56.5,2,195.2,101.5,49,150.5,231.5
2005,3,30,13.75,129.2,55.6,1.9,186.7,96.1,48.5,144.6,225.7
2005,3,30,14,116.8,55.3,1.8,173.9,87,48.8,135.8,219.1
2005,3,30,14.25,108.2,53.7,1.7,163.6,80.8,47.7,128.5,211.6
2005,3,30,14.5,96.8,52.2,1.6,150.6,72.5,47,119.4,203.3
2005,3,30,14.75,77.4,51.7,1.4,130.6,58.1,47.7,105.9,194.2
2005,3,30,15,52.6,50.9,1.2,104.7,39.7,48.9,88.5,184.3
2005,3,30,15.25,41.3,47.1,1,89.4,31.2,46,77.3,173.7
2005,3,30,15.5,25.3,40.7,0.8,66.8,19.3,41,60.3,162.5
2005,3,30,15.75,12.4,32.2,0.6,45.2,9.5,33.4,42.9,150.6
2005,3,30,16,6.6,25.2,0.4,32.2,5.1,26.5,31.6,138.1
2005,3,30,16.25,7.4,23.2,0.4,31,5.7,24.4,30.1,125.2
2005,3,30,16.5,8.2,21.1,0.4,29.7,6.5,22,28.5,111.7
2005,3,30,16.75,5,17.1,0.3,22.4,4,18,22,97.9
2005,3,30,17,3,13.6,0.2,16.8,2.5,14.4,16.9,83.7
2005,3,30,17.25,2,10.6,0.2,12.7,1.7,11.3,12.9,69.3
2005,3,30,17.5,1.1,8,0.1,9.2,1,8.5,9.5,54.6
2005,3,30,17.75,0.5,5.8,0.1,6.4,0.5,6.2,6.7,39.7
2005,3,30,18,0.2,3.9,0.1,4.1,0.3,4.2,4.5,24.8
2005,3,30,18.25,0,1.6,0,1.6,0.1,1.7,1.8,9.8
2005,3,30,18.5,0,0,0,0,0,0,0,0.2
2005,3,30,18.75,0,0,0,0,0,0,0,0
2005,3,30,19,0,0,0,0,0,0,0,0
2005,3,30,19.25,0,0,0,0,0,0,0,0
2005,3,30,19.5,0,0,0,0,0,0,0,0
2005,3,30,19.75,0,0,0,0,0,0,0,0
2005,3,30,20,0,0,0,0,0,0,0,0
2005,3,30,20.25,0,0,0,0,0,0,0,0
2005,3,30,20.5,0,0,0,0,0,0,0,0
2005,3,30,20.75,0,0,0,0,0,0,0,0
2005,3,30,21,0,0,0,0,0,0,0,0
2005,3,30,21.25,0,0,0,0,0,0,0,0
2005,3,30,21.5,0,0,0,0,0,0,0,0
2005,3,30,21.75,0,0,0,0,0,0,0,0
2005,3,30,22,0,0,0,0,0,0,0,0
2005,3,30,22.25,0,0,0,0,0,0,0,0
2005,3,30,22.5,0,0,0,0,0,0,0,0
2005,3,30,22.75,0,0,0,0,0,0,0,0
2005,3,30,23,0,0,0,0,0,0,0,0
2005,3,30,23.25,0,0,0,0,0,0,0,0
2005,3,30,23.5,0,0,0,0,0,0,0,0
2005,3,30,23.75,0,0,0,0,0,0,0,0
2005,3,30,24,0,0,0,0,0,0,0,0
2005,3,31,0.25,0,0,0,0,0,0,0,0
2005,3,31,0.5,0,0,0,0,0,0,0,0
2005,3,31,0.75,0,0,0,0,0,0,0,0
2005,3,31,1,0,0,0,0,0,0,0,0
2005,3,31,1.25,0,0,0,0,0,0,0,0
2005,3,31,1.5,0,0,0,0,0,0,0,0
2005,3,31,1.75,0,0,0,0,0,0,0,0
2005,3,31,2,0,0,0,0,0,0,0,0
2005,3,31,2.25,0,0,0,0,0,0,0,0
2005,3,31,2.5,0,0,0,0,0,0,0,0
2005,3,31,2.75,0,0,0,0,0,0,0,0
2005,3,31,3,0,0,0,0,0,0,0,0
2005,3,31,3.25,0,0,0,0,0,0,0,0
2005,3,31,3.5,0,0,0,0,0,0,0,0
2005,3,31,3.75,0,0,0,0,0,0,0,0
2005,3,31,4,0,0,0,0,0,0,0,0
2005,3,31,4.25,0,0,0,0,0,0,0,0
2005,3,31,4.5,0,0,0,0,0,0,0,0
2005,3,31,4.75,0,0,0,0,0,0,0,0
2005,3,31,5,0,0,0,0,0,0,0,0
2005,3,31,5.25,0,0,0,0,0,0,0,0
2005,3,31,5.5,0,0,0,0,0,0,0,0
2005,3,31,5.75,0,1.1,0,1.1,0.1,1.3,1.3,0.6
2005,3,31,6,0,3.5,0.1,3.6,0.2,3.9,4.2,11.5
2005,3,31,6.25,0.5,6.3,0.1,6.9,0.6,6.9,7.5,26.5
2005,3,31,6.5,3.7,9.2,0.2,13.1,3.8,9.7,13.5,41.4
2005,3,31,6.75,10.4,10.9,0.3,21.6,9.6,11.2,20.8,56.2
2005,3,31,7,18.2,12.5,0.4,31.1,15.8,12.4,28.2,70.9
2005,3,31,7.25,27,15.2,0.5,42.8,22.6,14.8,37.3,85.4
2005,3,31,7.5,38,18.5,0.6,57.2,30.9,17.5,48.4,99.5
2005,3,31,7.75,49.9,22.1,0.8,72.8,39.8,20.5,60.3,113.3
2005,3,31,8,61.8,25.9,1,88.7,48.7,23.5,72.2,126.8
2005,3,31,8.25,73.9,29.2,1.1,104.3,57.5,26.2,83.7,139.7
2005,3,31,8.5,85.6,31.8,1.3,118.7,66.1,28.1,94.2,152.2
2005,3,31,8.75,97.7,33.8,1.4,132.9,74.9,29.6,104.5,164
2005,3,31,9,108.9,36.1,1.5,146.6,83,31.3,114.3,175.3
2005,3,31,9.25,119.1,38.5,1.7,159.3,90.4,33.1,123.4,185.8
2005,3,31,9.5,129.9,40.4,1.8,172,98.1,34.5,132.6,195.7
2005,3,31,9.75,140.2,42.1,1.9,184.2,105.6,35.6,141.3,204.8
2005,3,31,10,149.8,43.5,2,195.3,112.5,36.6,149.2,213.1
2005,3,31,10.25,158.5,44.7,2.1,205.3,118.8,37.5,156.3,220.6
2005,3,31,10.5,166,45.8,2.2,213.9,124.2,38.2,162.4,227.2
2005,3,31,10.75,170.2,47.3,2.2,219.7,127.1,39.5,166.6,232.9
2005,3,31,11,174,48.5,2.3,224.8,129.8,40.4,170.2,237.7
2005,3,31,11.25,176.7,49.5,2.3,228.6,131.7,41.3,173,241.6
2005,3,31,11.5,185.9,47.9,2.4,236.2,138.4,39.6,178,244.5
2005,3,31,11.75,190.6,47.3,2.4,240.4,141.9,39,180.9,246.5
2005,3,31,12,190.7,47.8,2.4,240.9,141.9,39.4,181.3,247.5
2005,3,31,12.25,192.5,47.2,2.4,242.2,143.3,38.8,182.1,247.5
2005,3,31,12.5,190.7,47.3,2.4,240.4,142,39,180.9,246.5
2005,3,31,12.75,187.8,47.2,2.4,237.5,139.9,39,178.8,244.5
2005,3,31,13,183.5,47.2,2.4,233.1,136.7,39.1,175.8,241.6
2005,3,31,13.25,178,47.2,2.3,227.5,132.7,39.2,171.9,237.7
2005,3,31,13.5,171.8,46.8,2.2,220.8,128.3,39,167.3,232.9
2005,3,31,13.75,167.3,45.3,2.2,214.9,125.1,37.8,162.9,227.2
2005,3,31,14,159.2,44.5,2.1,205.8,119.3,37.3,156.6,220.6
2005,3,31,14.25,148.8,43.8,2,194.6,111.8,36.9,148.7,213.1
2005,3,31,14.5,138.6,42.5,1.9,183,104.4,36.1,140.5,204.8
2005,3,31,14.75,129.1,40.6,1.8,171.5,97.5,34.7,132.2,195.7
2005,3,31,15,120.2,38.2,1.7,160,91.1,32.8,123.9,185.8
2005,3,31,15.25,109.9,35.8,1.5,147.3,83.8,31,114.7,175.3
2005,3,31,15.5,98.8,33.5,1.4,133.8,75.8,29.2,105,164
2005,3,31,15.75,85.6,31.8,1.3,118.6,66,28.1,94.2,152.2
2005,3,31,16,73.5,29.3,1.1,104,57.2,26.3,83.5,139.7
2005,3,31,16.25,62.2,25.8,1,89,49,23.4,72.4,126.8
2005,3,31,16.5,49.2,22.2,0.8,72.2,39.2,20.6,59.9,113.3
2005,3,31,16.75,37.6,18.6,0.6,56.8,30.6,17.6,48.1,99.5
2005,3,31,17,27.4,15.2,0.5,43.1,22.9,14.7,37.6,85.4
2005,3,31,17.25,18.1,12.5,0.4,31,15.7,12.5,28.2,70.9
2005,3,31,17.5,10.3,10.9,0.3,21.5,9.5,11.2,20.7,56.2
2005,3,31,17.75,3.7,9.2,0.2,13.1,3.8,9.7,13.5,41.4
2005,3,31,18,0.5,6.3,0.1,6.8,0.6,6.9,7.5,26.5
2005,3,31,18.25,0,3.5,0.1,3.6,0.2,3.9,4.2,11.5
2005,3,31,18.5,0,0.9,0,0.9,0.1,1.2,1.3,0.6
2005,3,31,18.75,0,0,0,0,0,0,0,0
2005,3,31,19,0,0,0,0,0,0,0,0
2005,3,31,19.25,0,0,0,0,0,0,0,0
2005,3,31,19.5,0,0,0,0,0,0,0,0
2005,3,31,19.75,0,0,0,0,0,0,0,0
2005,3,31,20,0,0,0,0,0,0,0,0
2005,3,31,20.25,0,0,0,0,0,0,0,0
2005,3,31,20.5,0,0,0,0,0,0,0,0
2005,3,31,20.75,0,0,0,0,0,0,0,0
2005,3,31,21,0,0,0,0,0,0,0,0
2005,3,31,21.25,0,0,0,0,0,0,0,0
2005,3,31,21.5,0,0,0,0,0,0,0,0
2005,3,31,21.75,0,0,0,0,0,0,0,0
2005,3,31,22,0,0,0,0,0,0,0,0
2005,3,31,22.25,0,0,0,0,0,0,0,0
2005,3,31,22.5,0,0,0,0,0,0,0,0
2005,3,31,22.75,0,0,0,0,0,0,0,0
2005,3,31,23,0,0,0,0,0,0,0,0
2005,3,31,23.25,0,0,0,0,0,0,0,0
2005,3,31,23.5,0,0,0,0,0,0,0,0
2005,3,31,23.75,0,0,0,0,0,0,0,0
2005,3,31,24,0,0,0,0,0,0,0,0
2005,4,1,0.25,0,0,0,0,0,0,0,0
2005,4,1,0.5,0,0,0,0,0,0,0,0
2005,4,1,0.75,0,0,0,0,0,0,0,0
2005,4,1,1,0,0,0,0,0,0,0,0
2005,4,1,1.25,0,0,0,0,0,0,0,0
2005,4,1,1.5,0,0,0,0,0,0,0,0
2005,4,1,1.75,0,0,0,0,0,0,0,0
2005,4,1,2,0,0,0,0,0,0,0,0
2005,4,1,2.25,0,0,0,0,0,0,0,0
2005,4,1,2.5,0,0,0,0,0,0,0,0
2005,4,1,2.75,0,0,0,0,0,0,0,0
2005,4,1,3,0,0,0,0,0,0,0,0
2005,4,1,3.25,0,0,0,0,0,0,0,0
2005,4,1,3.5,0,0,0,0,0,0,0,0
2005,4,1,3.75,0,0,0,0,0,0,0,0
2005,4,1,4,0,0,0,0,0,0,0,0
2005,4,1,4.25,0,0,0,0,0,0,0,0
2005,4,1,4.5,0,0,0,0,0,0,0,0
2005,4,1,4.75,0,0,0,0,0,0,0,0
2005,4,1,5,0,0,0,0,0,0,0,0
2005,4,1,5.25,0,0,0,0,0,0,0,0
2005,4,1,5.5,0,0,0,0,0,0,0,0
2005,4,1,5.75,0,1.3,0,1.3,0.1,1.6,1.7,1.1
2005,4,1,6,0,3.7,0.1,3.8,0.2,4.1,4.4,13.2
2005,4,1,6.25,0.6,6.6,0.1,7.2,0.8,7.2,8,28.2
2005,4,1,6.5,4,9.3,0.2,13.5,4.2,9.9,14.1,43.1
2005,4,1,6.75,10.4,11.1,0.3,21.8,9.8,11.4,21.2,57.9
2005,4,1,7,17.9,12.9,0.4,31.2,15.8,12.8,28.6,72.6
2005,4,1,7.25,28.1,15.4,0.5,44.1,23.8,15,38.8,87
2005,4,1,7.5,39,18.8,0.7,58.4,32.1,17.8,49.9,101.1
2005,4,1,7.75,50.6,22.5,0.8,73.9,40.8,20.8,61.6,114.9
2005,4,1,8,64.4,25.8,1,91.2,51.2,23.4,74.6,128.3
2005,4,1,8.25,77.4,28.8,1.2,107.4,60.8,25.7,86.5,141.3
2005,4,1,8.5,88.5,31.3,1.3,121.1,68.9,27.6,96.5,153.7
2005,4,1,8.75,98.2,34.1,1.4,133.7,75.8,29.9,105.7,165.6
2005,4,1,9,109.3,36.4,1.5,147.2,83.8,31.6,115.4,176.8
2005,4,1,9.25,120.8,38.4,1.7,160.8,92.2,33.1,125.2,187.4
2005,4,1,9.5,130.3,40.6,1.8,172.7,99.1,34.8,133.8,197.2
2005,4,1,9.75,139.9,42.5,1.9,184.3,105.9,36.2,142.1,206.3
2005,4,1,10,148.6,44.2,2,194.8,112.2,37.4,149.6,214.6
2005,4,1,10.25,156.1,45.8,2.1,203.9,117.6,38.6,156.2,222.1
2005,4,1,10.5,163.2,46.9,2.2,212.3,122.7,39.4,162.1,228.7
2005,4,1,10.75,170.1,47.6,2.2,220,127.7,39.9,167.5,234.4
2005,4,1,11,174.7,48.5,2.3,225.5,130.9,40.6,171.5,239.2
2005,4,1,11.25,178.9,49.1,2.3,230.3,133.9,40.9,174.9,243.1
2005,4,1,11.5,185.6,48.2,2.4,236.2,138.9,40,178.9,246
2005,4,1,11.75,187.9,48.5,2.4,238.8,140.5,40.2,180.7,247.9
2005,4,1,12,187,49.3,2.4,238.7,139.8,40.9,180.7,248.9
2005,4,1,12.25,186.7,49.4,2.4,238.5,139.6,41,180.6,248.9
2005,4,1,12.5,185.1,49.4,2.4,236.9,138.4,41.1,179.5,247.9
2005,4,1,12.75,180.8,49.8,2.4,233,135.3,41.6,176.8,246
2005,4,1,13,174.5,50.5,2.3,227.4,130.7,42.3,173,243.1
2005,4,1,13.25,170.1,50,2.3,222.4,127.5,42,169.5,239.2
2005,4,1,13.5,164.7,49.3,2.2,216.3,123.6,41.6,165.2,234.4
2005,4,1,13.75,157.6,48.6,2.1,208.4,118.5,41.1,159.7,228.7
2005,4,1,14,148.5,48,2,198.6,111.9,40.9,152.7,222.1
2005,4,1,14.25,142.6,46,2,190.5,107.7,39.2,146.9,214.6
2005,4,1,14.5,135,43.9,1.9,180.8,102.2,37.6,139.8,206.3
2005,4,1,14.75,125,42.1,1.8,168.9,95,36.3,131.3,197.2
2005,4,1,15,115.6,39.8,1.6,157.1,88.3,34.5,122.8,187.4
2005,4,1,15.25,107.7,36.8,1.5,146,82.6,32.1,114.7,176.8
2005,4,1,15.5,98.7,33.9,1.4,134,76.2,29.7,105.9,165.6
2005,4,1,15.75,86.9,31.8,1.3,119.9,67.6,28.1,95.7,153.7
2005,4,1,16,75.7,29.2,1.1,106.1,59.5,26.2,85.6,141.3
2005,4,1,16.25,62.5,26.2,1,89.7,49.6,23.9,73.5,128.3
2005,4,1,16.5,50,22.6,0.8,73.4,40.3,21,61.3,114.9
2005,4,1,16.75,38.7,18.8,0.7,58.1,31.8,17.8,49.6,101.1
2005,4,1,17,27.1,15.6,0.5,43.3,23,15.2,38.1,87
2005,4,1,17.25,17.7,12.9,0.4,30.9,15.6,12.9,28.5,72.6
2005,4,1,17.5,10.2,11.1,0.3,21.7,9.6,11.4,21.1,57.9
2005,4,1,17.75,3.9,9.3,0.2,13.4,4.1,9.9,14,43.1
2005,4,1,18,0.6,6.6,0.1,7.2,0.8,7.2,8,28.2
2005,4,1,18.25,0,3.7,0.1,3.8,0.2,4.1,4.4,13.2
2005,4,1,18.5,0,1.3,0,1.3,0.1,1.6,1.6,1.1
2005,4,1,18.75,0,0,0,0,0,0,0,0
2005,4,1,19,0,0,0,0,0,0,0,0
2005,4,1,19.25,0,0,0,0,0,0,0,0
2005,4,1,19.5,0,0,0,0,0,0,0,0
